685696350 | 680215289
784711608 | 784423558
613968791 | 613843778
502360208 | 502247048
613470229 | 613333985
658904255 | 658774621
660171367 | 660030627
449419391 | 449272164
674496728 | 674349572
515148866 | 515030140
654693021 | 654572255
593070886 | 592973684
639553709 | 639460165
833233759 | 833117170
711360104 | 711183853
569449960 | 569312192
684670602 | 684536049
504322220 | 504211045
446452096 | 445178664
530850262 | 530752275
654887970 | 654768825
672864507 | 672774394
701680627 | 701556572
371848722 | 370439564
617263700 | 617150579
603851369 | 603739816
493834405 | 493754272
525919370 | 525831528
481939003 | 481828594
550993498 | 550863584
560742242 | 560617641
445750220 | 445642494
566980501 | 566805351
567340166 | 567215790
510454262 | 510337314
526485937 | 526362652
584524713 | 584436331
462789960 | 462674381
340283152 | 340183431
623307919 | 623198834
571166488 | 571026534
627833255 | 627738365
382349913 | 382227060
552645680 | 552536490
408954413 | 408834665
518126036 | 518026317
570109365 | 569994486
499551689 | 499424934
778332627 | 778166689
906192461 | 906081811
645834276 | 645723383
525869451 | 525738291
557589942 | 557461852
628655165 | 628549447
624854451 | 624767424
857686656 | 857570370
822274446 | 822153807
354895361 | 354779964
492668657 | 492548107
329696858 | 329591200
905516295 | 905393381
404789425 | 404667996
488492557 | 488381566
508177526 | 508119121
480905211 | 480756445
670496055 | 670366885
402910839 | 402831745
442771351 | 442661101
554887017 | 554756125
544912275 | 544811014
410553658 | 410445728
503922480 | 503794187
577415746 | 577312840
439300001 | 439197728
628126437 | 628007207
548104470 | 547996186
486662172 | 486545120
441327831 | 441252273
541509620 | 541436341
613830196 | 613726939
605958855 | 605841403
597643427 | 597508231
614478696 | 614353577
402389710 | 402294440
586157550 | 586051430
531394449 | 531297618
560694877 | 560628701
643056825 | 642949894
597585713 | 597473114
400108769 | 399979699
619969778 | 619857214
530100678 | 530014712
452075425 | 451970055
584195737 | 584076769
944057984 | 943955301
546353752 | 546230390
575335402 | 575226599
575308020 | 575203106
437207761 | 437083325
612819297 | 612700822
424868167 | 424724529
486996181 | 486809913
673641138 | 673512932
445940443 | 445849870
535640019 | 535531853
719653466 | 719561590
616843153 | 616724972
453897249 | 453835990
425844979 | 425755467
386604288 | 386489183
669081621 | 668979847
489492491 | 489400282
368694557 | 368550873
627097088 | 627000269
524439223 | 524323649
467809182 | 467686547
507139869 | 507006208
431755354 | 431651527
486576121 | 486460161
470534774 | 470404751
525726740 | 525657073
468745158 | 468661261
784081312 | 783971810
455573730 | 455464357
615936979 | 615824322
581068000 | 580958712
591302670 | 591209781
609745860 | 609628688
374926070 | 374746210
703185548 | 703063795
654174051 | 654082523
540004018 | 539864888
444050890 | 443926753
545994220 | 545886123
457017563 | 456937059
505603647 | 505489511
760382570 | 760256472
458913266 | 458821077
405287137 | 405172924
569133493 | 569041752
584880775 | 584796830
426857814 | 426724394
569625901 | 569499611
578533019 | 578300965
441848780 | 441763423
512226272 | 512104065
640994918 | 640902086
539160498 | 539044167
585811713 | 585722786
598965966 | 598813136
595300194 | 595214653
517354697 | 517260789
529888166 | 529773789
453171209 | 453064784
431328431 | 431240244
532321953 | 532212060
588709233 | 588607824
581617820 | 581510689
388608866 | 388497410
294579328 | 294483526
367400632 | 367274539
690400686 | 690306024
512812302 | 512729200
435018116 | 434881707
495151255 | 495016625
563503879 | 563394370
519844629 | 519722918
465107064 | 465017741
444607965 | 444523209
487354823 | 487144225
650716293 | 650538967
775036075 | 774907490
399803330 | 399704092
516804876 | 516554558
682409980 | 682191447
845410641 | 845293534
564878186 | 564732574
630163898 | 630028364
529544127 | 529374521
517958630 | 517745192
588994916 | 588093330
576561287 | 576470845
442022539 | 441842177
556159411 | 556053891
533381140 | 533254650
575883369 | 575664634
644697386 | 643423340
608766378 | 608677349
533377287 | 533224444
661994364 | 661829785
485701262 | 485466230
464938380 | 464805327
550308778 | 550201536
428675336 | 428559519
