144500214 | 125016392
110584479 | 110077410
57239064 | 56729267
60938361 | 53225181
167480183 | 167015697
135040366 | 134574691
165074703 | 164590113
170476847 | 169986494
129966187 | 129478658
102955954 | 102342425
94910666 | 94458238
151511676 | 150971468
124738208 | 124116763
177176498 | 176738831
59391352 | 57690189
77080637 | 76594981
149655794 | 148076930
147407038 | 146904497
222687698 | 222191026
199821906 | 199380770
221825764 | 221329857
297451302 | 297094712
197332086 | 195820202
251693849 | 251263851
176807572 | 176395115
221371292 | 220899198
212308339 | 207036024
192842598 | 192242841
242968338 | 242433217
417245450 | 416480143
429433965 | 428983577
478878425 | 478365876
566795625 | 566418901
502884723 | 502441792
380186699 | 379675136
536604586 | 536169988
471585967 | 471212131
344683382 | 344233036
423268768 | 422858818
249172357 | 248812814
481906816 | 480987428
254673192 | 254261263
267896549 | 267546531
253128827 | 252757818
264317882 | 263822520
225373091 | 224963246
219253635 | 218880669
282237178 | 281816355
305845464 | 305455183
401775450 | 401355679
264642511 | 264220215
258278413 | 257691172
303676964 | 303307975
364556278 | 364108200
328669152 | 328213279
376030987 | 375606500
386975802 | 386516584
423695304 | 423290739
408031992 | 407639593
293898040 | 293465984
574972849 | 574620181
446876279 | 446473789
408546808 | 408132279
323200785 | 322794491
248128029 | 247743100
238244309 | 237862552
71564279 | 71082584
227530129 | 226107098
270470817 | 269931588
285422044 | 285187910
286979835 | 286735878
89990885 | 89569617
203443106 | 203146344
209789492 | 209560078
214531739 | 213798284
232446311 | 232203266
251275206 | 250934856
257228937 | 256989786
278512641 | 278121053
272833152 | 272588503
154598751 | 154177880
132073887 | 131723040
188296429 | 187815142
127121270 | 126783342
132738742 | 132369555
243627842 | 243213672
216493557 | 216099211
251585633 | 251353325
137731122 | 137315726
183870157 | 183583722
200698970 | 200327038
210826090 | 210599626
104682280 | 104230679
136941725 | 136649346
165253691 | 164872701
181418894 | 181134400
83220387 | 82997576
113357896 | 113028583
230481513 | 230190986
263763397 | 263343709
264539911 | 264335283
271227426 | 271011137
126825393 | 126459192
235898462 | 235622302
227788283 | 227563424
275256960 | 274816113
246325774 | 246038628
266122732 | 265894483
170882878 | 170322425
221775482 | 221227849
219796352 | 219407485
