675893532 | 674448876
776926496 | 776593537
486076670 | 485900698
437370227 | 437165184
383903552 | 383063534
349158072 | 348907589
461376310 | 458396315
356190013 | 351153843
346911582 | 346723822
392489657 | 392346717
447472036 | 447321721
421738410 | 421541835
332599934 | 332425397
449107928 | 448916498
282913503 | 282746479
371325986 | 371171405
434418813 | 434224846
355240083 | 355022431
235941916 | 235765161
322818813 | 322658956
417907689 | 417705001
264688401 | 264457504
338206007 | 338021608
395721420 | 386921744
348886273 | 348682139
353686864 | 353466292
410487951 | 410316559
330027924 | 329346670
269729037 | 269566369
608121951 | 607962631
454073986 | 453918085
359264319 | 359125142
326822590 | 326629514
391806829 | 391509000
461649968 | 461486858
612098860 | 611894103
628481446 | 628363273
580316706 | 580133992
556208237 | 556066217
372963716 | 372824094
642082249 | 641961068
222000661 | 221861726
303178317 | 303010999
345244268 | 345071738
283741054 | 283605801
367714401 | 367568023
330259863 | 330052102
562291259 | 562126948
344423356 | 344267060
383233225 | 383097913
412688921 | 412400144
372482683 | 372311096
298357774 | 298062317
302204373 | 302027939
447883600 | 447710905
586550573 | 586397608
534818758 | 534571699
467159391 | 467023062
563788408 | 563576868
516467611 | 516314774
388357395 | 388202387
483058038 | 482923828
370103822 | 369952815
340376996 | 340236410
465234056 | 465116668
263525286 | 263404996
405974922 | 405836639
569303910 | 569202834
397173424 | 397083474
333224604 | 333075661
321495440 | 321374322
397916748 | 397792255
393621616 | 393509109
369956886 | 369860562
418320121 | 418147839
391084670 | 390939816
307176057 | 307048548
324068286 | 323939635
285119662 | 284983807
296144647 | 296021484
211833640 | 211693173
289914905 | 289774272
305641385 | 305535467
248566216 | 248429915
327753281 | 327598486
256952178 | 256810833
252677588 | 252567180
419488664 | 419367179
337231143 | 337146940
211654772 | 211515013
205491474 | 205411259
265124895 | 264965650
240012482 | 239933968
257754968 | 257678138
152118121 | 151984073
210787161 | 210665919
139275102 | 139140002
192730217 | 192642524
238476097 | 238371993
123415274 | 123280782
52228783 | 52103276
194486591 | 194361751
278636202 | 278515280
290521779 | 290442097
289895017 | 289821992
296527858 | 296402892
223126712 | 222951865
233146545 | 233011482
235579245 | 235479926
229840480 | 229763669
230837010 | 230756700
103261300 | 103141256
171131098 | 170991874
214987887 | 214880939
195340257 | 195216578
221812560 | 221719417
191986001 | 191856359
204671690 | 204487147
176392377 | 176239385
220199411 | 220067398
207713573 | 207569631
128420363 | 128299639
128053236 | 127981828
160667635 | 160559211
156659620 | 156521855
124834870 | 124744032
164296240 | 164062954
188701297 | 188573760
155862156 | 155682741
198191312 | 198069522
225690690 | 225568382
120929262 | 120823418
229159175 | 229071948
149395549 | 149298245
255046388 | 254946212
348380299 | 348276382
317241739 | 317128449
